,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,code_city_100,code_city_102,code_city_103,code_city_104,code_city_11,code_city_114,code_city_136,code_city_16,code_city_160,code_city_21,code_city_28,code_city_61,code_city_67,code_city_71,code_city_73,code_city_75,code_city_90,code_code_other,city_development_index,training_hours,target
22,1,2,1,4,1,11,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,48,0.0
23,4,2,1,3,4,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7759999999999999,65,0.0
24,1,2,1,3,1,6,7,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,13,0.0
25,1,1,1,2,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,22,0.0
26,1,2,3,3,1,15,6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,148,1.0
27,4,2,1,3,3,6,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,72,0.0
28,4,2,1,2,1,12,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887,8,1.0
29,4,2,1,3,1,19,4,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,68,1.0
30,4,2,1,3,1,22,5,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,40,0.0
31,4,2,3,3,1,20,8,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,141,0.0
32,3,1,2,3,1,6,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,24,0.0
33,3,2,1,3,1,22,5,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,82,0.0
34,4,2,1,3,2,13,8,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,145,0.0
35,4,2,1,3,1,11,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,206,0.0
36,4,1,3,2,1,2,9,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,152,0.0
37,4,2,1,5,1,22,5,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,42,1.0
38,1,1,1,3,1,13,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,50,0.0
39,4,1,1,3,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.884,106,0.0
40,3,2,2,4,1,17,7,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,14,0.0
41,4,2,1,2,1,5,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,36,0.0
42,1,2,1,4,1,7,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,112,1.0
43,1,1,1,3,5,10,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6659999999999999,108,0.0
44,4,2,3,4,1,10,8,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,7,1.0
45,3,1,2,4,1,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,26,1.0
46,4,2,1,3,1,6,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,87,1.0
47,2,2,1,3,1,20,9,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,52,1.0
48,4,2,1,3,5,16,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5579999999999999,20,1.0
49,4,2,1,3,1,12,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.923,21,0.0
50,4,1,1,3,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5579999999999999,92,1.0
51,4,2,1,3,1,11,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6659999999999999,102,0.0
52,4,1,1,3,4,6,9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.794,26,0.0
53,1,2,1,4,1,4,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,7,0.0
54,4,1,2,2,1,5,9,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,43,0.0
55,4,2,1,3,1,22,5,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,45,0.0
56,4,2,2,3,1,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.754,52,0.0
57,4,2,1,3,1,22,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,19,0.0
58,1,2,2,3,1,3,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,32,1.0
59,4,2,1,3,4,22,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.767,26,1.0
60,4,2,3,3,1,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,90,0.0
61,4,2,1,3,1,7,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.939,25,0.0
62,1,2,1,4,1,14,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8270000000000001,15,0.0
63,4,2,1,4,4,22,5,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887,48,0.0
64,1,1,2,2,1,4,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,98,0.0
65,4,2,1,3,1,11,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.865,142,1.0
66,2,1,1,4,4,5,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,13,0.0
67,4,2,1,3,1,16,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,47,0.0
68,3,2,1,4,4,15,6,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,28,0.0
69,1,1,1,3,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.698,228,1.0
70,4,2,1,3,1,22,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6659999999999999,22,0.0
71,4,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,18,1.0
72,4,2,1,3,1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8270000000000001,29,0.0
73,4,2,1,4,1,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,46,0.0
74,1,1,2,3,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,12,0.0
75,1,2,1,3,1,6,5,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,17,0.0
76,4,2,1,4,1,6,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.893,65,0.0
77,4,1,1,3,4,4,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,35,0.0
78,4,1,2,3,1,10,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,14,0.0
79,3,2,1,4,1,3,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,4,0.0
80,4,2,1,3,1,16,4,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12,0.0
81,4,2,1,3,1,22,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,108,0.0
82,4,1,1,3,1,22,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,136,0.0
83,4,2,1,3,1,6,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,27,0.0
84,1,2,3,4,1,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7959999999999999,74,0.0
85,4,2,1,3,1,16,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.884,86,0.0
86,3,1,3,3,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.866,83,0.0
87,1,1,2,2,1,5,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,75,0.0
88,4,1,2,4,1,12,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.698,42,0.0
89,3,2,1,3,1,7,5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,332,0.0
90,4,1,2,3,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.913,140,0.0
91,4,1,1,2,1,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,182,0.0
92,3,1,1,3,4,4,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13,1.0
93,1,2,1,3,1,6,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.682,172,1.0
94,1,2,1,3,1,11,5,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,48,0.0
95,4,2,2,3,1,10,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.802,33,0.0
96,1,1,2,2,1,3,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,142,0.0
97,1,1,2,3,1,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.579,34,0.0
98,4,2,1,3,1,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.802,14,1.0
99,4,2,1,3,1,7,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,27,1.0
100,4,2,1,3,1,9,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,24,1.0
101,1,1,1,4,1,22,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.878,150,0.0
102,3,2,1,3,1,12,6,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,20,0.0
103,1,2,1,3,1,6,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,140,0.0
104,4,2,1,3,1,13,8,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,52,0.0
105,4,2,1,3,1,22,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.939,160,0.0
106,4,2,1,4,1,10,8,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.897,3,0.0
107,4,2,1,3,1,3,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,2,1.0
108,4,2,1,3,1,22,7,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,28,0.0
109,4,2,1,3,6,22,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.754,46,0.0
110,4,2,1,3,1,9,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,210,0.0
111,4,2,1,3,1,11,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,36,0.0
112,4,1,2,3,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.949,160,1.0
113,4,2,2,3,1,3,3,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,101,0.0
114,4,2,1,4,1,7,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,46,0.0
115,4,2,1,3,1,22,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.925,19,0.0
116,4,2,1,3,1,4,5,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,26,1.0
117,1,2,2,3,1,8,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.698,90,0.0
118,4,2,1,3,1,10,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8959999999999999,59,0.0
119,4,2,3,3,2,11,4,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,260,0.0
120,3,2,1,3,1,12,4,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,74,0.0
121,4,2,1,5,1,22,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,20,1.0
122,4,2,1,3,1,13,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.878,8,0.0
123,4,2,1,3,1,7,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,131,0.0
124,4,2,2,4,1,8,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.836,45,0.0
125,4,2,2,3,1,12,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.693,109,0.0
126,4,2,1,3,4,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,70,0.0
127,3,2,1,3,1,22,5,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,17,0.0
128,3,1,1,4,1,16,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,51,0.0
129,3,2,1,3,1,7,4,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,60,1.0
130,1,1,1,5,1,22,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.893,4,0.0
131,4,1,1,3,1,13,5,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,7,0.0
132,1,2,1,4,1,22,5,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,164,0.0
133,4,2,1,3,1,21,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6659999999999999,290,0.0
134,4,1,1,2,1,3,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,145,0.0
135,1,1,1,5,1,22,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,70,0.0
136,4,1,1,3,1,4,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,24,0.0
137,4,1,1,4,4,4,9,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,133,1.0
138,1,1,2,3,1,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,20,0.0
139,4,2,1,3,1,11,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,76,0.0
140,3,1,2,4,1,6,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.698,21,1.0
141,3,2,1,3,6,9,8,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,34,0.0
142,4,1,1,3,1,10,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,15,0.0
143,4,1,1,3,1,22,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.866,156,0.0
144,4,2,1,3,1,22,8,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,15,0.0
145,1,2,1,4,1,22,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,120,0.0
146,1,2,1,3,5,15,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.769,47,0.0
147,4,2,1,3,1,13,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.754,100,1.0
148,4,2,3,3,1,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,102,0.0
149,4,1,1,2,1,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,52,0.0
150,1,2,1,2,1,10,3,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,39,0.0
151,4,2,2,2,1,5,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,112,1.0
152,4,1,1,5,1,22,4,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,14,0.0
153,1,2,1,3,1,12,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,4,0.0
154,1,2,1,4,3,22,7,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,55,0.0
155,4,2,1,3,1,7,9,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,49,1.0
156,4,2,1,3,1,16,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,72,0.0
157,4,2,2,3,1,15,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.925,141,1.0
158,4,1,1,2,1,7,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,28,0.0
159,4,2,1,3,1,14,9,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,6,0.0
160,4,2,1,3,5,18,8,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,125,0.0
161,1,2,1,3,1,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.939,326,0.0
162,4,2,1,3,6,22,5,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,33,0.0
163,1,1,1,4,1,7,9,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,40,0.0
164,1,2,1,3,1,19,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,198,1.0
165,3,2,1,4,1,16,9,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,55,0.0
166,4,1,1,3,1,22,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.698,32,0.0
167,4,2,1,3,3,22,5,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,11,0.0
168,4,2,1,3,1,22,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.754,41,0.0
169,4,2,1,4,1,22,9,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,87,1.0
170,4,2,1,4,1,11,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.855,114,0.0
171,1,2,1,3,1,22,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.698,33,0.0
172,4,2,3,4,1,6,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.698,15,0.0
173,1,1,2,2,1,4,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,8,0.0
174,3,2,3,2,1,3,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.878,22,0.0
175,4,2,1,4,1,22,8,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13,0.0
176,4,2,1,3,1,22,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.949,246,0.0
177,4,2,1,4,1,10,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,22,0.0
178,4,2,1,4,1,22,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,81,0.0
179,1,2,2,3,1,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7759999999999999,11,0.0
180,4,1,2,3,1,6,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.698,24,1.0
181,4,2,1,3,1,22,5,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,50,0.0
182,4,1,2,2,1,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,15,0.0
183,4,2,1,4,1,22,3,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.939,31,0.0
184,4,2,1,4,1,22,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.926,84,0.0
185,4,2,3,3,1,5,9,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.897,42,0.0
186,1,2,1,3,1,11,3,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,105,1.0
187,3,2,1,3,1,22,4,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,72,0.0
188,4,2,1,3,1,15,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.789,42,1.0
189,4,2,1,3,1,16,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.698,152,0.0
190,4,2,1,3,1,13,9,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,60,0.0
191,4,1,2,4,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,8,0.0
192,4,1,2,4,1,14,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,17,1.0
193,4,1,1,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.923,33,0.0
194,4,2,1,4,1,5,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.91,38,0.0
195,4,2,1,3,4,15,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,178,0.0
196,4,2,1,3,1,16,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,11,0.0
197,4,2,1,2,1,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.893,87,0.0
198,4,2,1,3,1,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.802,84,0.0
199,4,2,1,3,1,22,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.884,32,0.0
200,1,2,1,4,1,10,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887,31,1.0
201,4,1,1,3,1,3,6,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,39,0.0
202,1,2,1,3,1,8,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.775,12,0.0
203,1,2,2,3,1,6,9,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.624,50,0.0
204,4,2,1,3,1,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.903,55,1.0
205,1,2,1,3,1,6,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,7,1.0
